Attack ID,Attack Date,Attack Time,Country / Territory,Certainty Level,Attack Type,Total Injured,Total Death,HC Facilities,HC Transport,HC Personnel,HC Supplies Assets,HC Warehouse Storage,HC Patients,HC Other,Type of Facility,Facility Other,HW Abduction,HW Arrest,HW Detention,Patient Abduction,Patient Arrest,Patient Detention
CAF005906,7/6/2021,Time Unknown,Central African Republic,Confirmed," Removal of health care assets (e.g. transport, supplies, materials), Violence with individual weapons (knives, bricks, clubs, guns, grenades and improvised explosive devices (IED)",2,0,NO,YES,YES,YES,NO,NO,,Primary,,0,0,0,0,0,0
MMR005865,7/6/2021,10:00,Myanmar,Confirmed," Violence with individual weapons (knives, bricks, clubs, guns, grenades and improvised explosive devices (IED)",2,1,YES,NO,YES,NO,NO,NO,,Tertiary,,0,0,0,0,0,0
CAF006029,7/5/2021,Time Unknown,Central African Republic,Confirmed," Violence with individual weapons (knives, bricks, clubs, guns, grenades and improvised explosive devices (IED)",0,1,NO,NO,YES,NO,NO,NO,,Primary,,0,0,0,0,0,0
AFG005950,7/5/2021,Time Unknown,Afghanistan,Confirmed," Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars)",0,0,YES,NO,NO,YES,YES,NO,,Primary,,0,0,0,0,0,0
AFG005977,7/5/2021,Time Unknown,Afghanistan,Confirmed, Setting fire,0,0,YES,NO,NO,YES,YES,NO,,Primary,,0,0,0,0,0,0
CAF005848,7/5/2021,Time Unknown,Central African Republic,Confirmed," Psychological violence/threat of violence/intimidation, Removal of health care assets (e.g. transport, supplies, materials), Violence with individual weapons (knives, bricks, clubs, guns, grenades and improvised explosive devices (IED)",2,0,NO,NO,YES,YES,NO,NO,,Primary,,0,0,0,0,0,0
CAF005846,7/5/2021,00:00,Central African Republic,Confirmed," Psychological violence/threat of violence/intimidation, Violence with individual weapons (knives, bricks, clubs, guns, grenades and improvised explosive devices (IED)",1,0,NO,NO,YES,NO,NO,NO,,Primary,,0,0,0,0,0,0
MMR005899,7/4/2021,20:50,Myanmar,Possible," Abduction/Arrest/Detention of health personnel or patients, Armed or violent search of health care personnel, facility or transport",0,0,NO,NO,NO,NO,NO,NO,a medical student from University of Medicine Magway,,a medical student from University of Medicine Magway,1,0,0,0,0,0
MMR005894,7/4/2021,Time Unknown,Myanmar,Probable," Abduction/Arrest/Detention of health personnel or patients, Armed or violent search of health care personnel, facility or transport",0,0,NO,NO,YES,YES,NO,NO,Volunteers,,Volunteers,9,0,0,0,0,0
YEM006012,7/4/2021,16:00,Yemen,Confirmed," Psychological violence/threat of violence/intimidation, Removal of health care assets (e.g. transport, supplies, materials), Violence with individual weapons (knives, bricks, clubs, guns, grenades and improvised explosive devices (IED)",0,0,YES,NO,YES,NO,NO,YES,,Primary,,0,0,0,0,0,0
SDN005903,7/4/2021,08:30,Sudan,Confirmed," Armed or violent search of health care personnel, facility or transport, Assault (without weapons), Obstruction to health care delivery (e.g. physical, administrative, legal etc), Psychological violence/threat of violence/intimidation, Removal of health care assets (e.g. transport, supplies, materials)",0,0,YES,Unknown,NO,YES,NO,NO,,Primary,,0,0,0,0,0,0
MMR005898,7/3/2021,11:00,Myanmar,Possible," Abduction/Arrest/Detention of health personnel or patients, Armed or violent search of health care personnel, facility or transport",0,0,NO,NO,YES,NO,NO,NO,,Secondary,,1,0,0,0,0,0
CAF005847,7/2/2021,Time Unknown,Central African Republic,Confirmed," Militarization of a health care asset, Obstruction to health care delivery (e.g. physical, administrative, legal etc)",0,0,YES,NO,NO,NO,NO,NO,,Primary,,0,0,0,0,0,0
MMR005897,7/2/2021,Time Unknown,Myanmar,Possible," Abduction/Arrest/Detention of health personnel or patients, Armed or violent search of health care personnel, facility or transport",0,0,NO,NO,NO,NO,NO,NO,A medical student at University of Medicine (2) Yangon,,A medical student at University of Medicine (2) Yangon,1,0,0,0,0,0
CAF006030,7/2/2021,19:50,Central African Republic,Confirmed," Removal of health care assets (e.g. transport, supplies, materials)",0,0,YES,NO,NO,YES,NO,NO,,Primary,,0,0,0,0,0,0
MMR005895,7/2/2021,12:00-18:00,Myanmar,Probable," Abduction/Arrest/Detention of health personnel or patients, Armed or violent search of health care personnel, facility or transport",0,0,NO,NO,YES,NO,NO,NO,,,,1,0,0,0,0,0
oPt006059,7/2/2021,13:00,occupied Palestinian territories,Confirmed," Violence with individual weapons (knives, bricks, clubs, guns, grenades and improvised explosive devices (IED)",3,0,NO,YES,YES,NO,NO,NO,,Other,,0,0,0,0,0,0
MMR005900,7/1/2021,18:50,Myanmar,Possible," Abduction/Arrest/Detention of health personnel or patients, Armed or violent search of health care personnel, facility or transport",0,0,NO,NO,NO,NO,NO,NO,Health care Volunteer,,Health care Volunteer,1,0,0,0,0,0
CAF005838,7/1/2021,13:00,Central African Republic,Confirmed," Psychological violence/threat of violence/intimidation, Violence with individual weapons (knives, bricks, clubs, guns, grenades and improvised explosive devices (IED)",0,0,NO,NO,YES,NO,NO,NO,,Primary,,0,0,0,0,0,0
MMR005872,7/1/2021,06:00-12:00,Myanmar,Confirmed," Abduction/Arrest/Detention of health personnel or patients, Armed or violent search of health care personnel, facility or transport",0,0,NO,NO,YES,NO,NO,NO,,Secondary,,1,0,0,0,0,0
CAF005840,6/30/2021,14:00,Central African Republic,Confirmed," Psychological violence/threat of violence/intimidation, Violence with individual weapons (knives, bricks, clubs, guns, grenades and improvised explosive devices (IED)",0,0,NO,NO,YES,NO,NO,NO,,Primary,,0,0,0,0,0,0
CAF005839,6/30/2021,11:00,Central African Republic,Confirmed," Psychological violence/threat of violence/intimidation, Violence with individual weapons (knives, bricks, clubs, guns, grenades and improvised explosive devices (IED)",0,0,NO,NO,YES,NO,NO,NO,,Primary,,0,0,0,0,0,0
SDN005822,6/30/2021,12:00-18:00,Sudan,Possible," Armed or violent search of health care personnel, facility or transport, Obstruction to health care delivery (e.g. physical, administrative, legal etc), Psychological violence/threat of violence/intimidation",0,0,YES,NO,NO,NO,NO,NO,,Secondary,,0,0,0,0,0,0
CAF005818,6/30/2021,09:00,Central African Republic,Confirmed, Psychological violence/threat of violence/intimidation,0,0,Unknown,NO,YES,NO,NO,NO,,Secondary,,0,0,0,0,0,0
CAF005820,6/30/2021,09:00,Central African Republic,Confirmed, Psychological violence/threat of violence/intimidation,0,0,NO,NO,YES,NO,NO,NO,,Secondary,,0,0,0,0,0,0
MMR005896,6/29/2021,Time Unknown,Myanmar,Probable," Abduction/Arrest/Detention of health personnel or patients, Armed or violent search of health care personnel, facility or transport",0,0,NO,NO,YES,NO,NO,NO,,Other,Red cross member,1,0,0,0,0,0
CAF005859,6/29/2021,Time Unknown,Central African Republic,Confirmed," Removal of health care assets (e.g. transport, supplies, materials)",0,0,YES,NO,NO,YES,NO,NO,,Primary,,0,0,0,0,0,0
DRC005833,6/29/2021,10:20,Democratic Republic of the Congo,Confirmed," Abduction/Arrest/Detention of health personnel or patients, Psychological violence/threat of violence/intimidation, Violence with individual weapons (knives, bricks, clubs, guns, grenades and improvised explosive devices (IED)",0,0,NO,NO,YES,NO,NO,NO,,Primary,,1,0,0,0,0,0
CAF005958,6/28/2021,15:00,Central African Republic,Confirmed," Removal of health care assets (e.g. transport, supplies, materials), Violence with individual weapons (knives, bricks, clubs, guns, grenades and improvised explosive devices (IED)",0,0,YES,NO,NO,YES,NO,NO,,Primary,,0,0,0,0,0,0
AFG005978,6/28/2021,09:00,Afghanistan,Confirmed," Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars)",7,0,YES,YES,YES,YES,YES,YES,,Primary,,0,0,0,0,0,0
MMR005869,6/26/2021,Time Unknown,Myanmar,Confirmed, Abduction/Arrest/Detention of health personnel or patients,0,0,NO,NO,YES,NO,NO,NO,,,,0,1,0,0,0,0
oPt005933,6/25/2021,16:00,occupied Palestinian territories,Confirmed," Violence with individual weapons (knives, bricks, clubs, guns, grenades and improvised explosive devices (IED)",2,0,NO,YES,YES,NO,NO,NO,,,,0,0,0,0,0,0
oPt005932,6/25/2021,14:00,occupied Palestinian territories,Confirmed," Obstruction to health care delivery (e.g. physical, administrative, legal etc), Violence with individual weapons (knives, bricks, clubs, guns, grenades and improvised explosive devices (IED)",0,0,NO,YES,YES,NO,NO,YES,,,,0,0,0,0,0,0
oPt005931,6/25/2021,Time Unknown,occupied Palestinian territories,Confirmed," Obstruction to health care delivery (e.g. physical, administrative, legal etc)",1,0,NO,YES,NO,NO,NO,YES,,,,0,0,0,0,0,0
SSD005918,6/24/2021,Time Unknown,South Sudan,Confirmed," Setting fire, Violence with individual weapons (knives, bricks, clubs, guns, grenades and improvised explosive devices (IED)",1,0,YES,NO,YES,YES,YES,YES,,Primary,,0,0,0,0,0,0
CAF005819,6/24/2021,Time Unknown,Central African Republic,Confirmed," Obstruction to health care delivery (e.g. physical, administrative, legal etc), Violence with individual weapons (knives, bricks, clubs, guns, grenades and improvised explosive devices (IED)",2,1,NO,YES,NO,NO,NO,YES,,,,0,0,0,0,0,0
oPt005930,6/21/2021,Time Unknown,occupied Palestinian territories,Confirmed," Chemical agent, Violence with individual weapons (knives, bricks, clubs, guns, grenades and improvised explosive devices (IED)",0,0,NO,YES,NO,NO,NO,NO,,,,0,0,0,0,0,0
oPt005929,6/21/2021,12:00-18:00,occupied Palestinian territories,Confirmed," Violence with individual weapons (knives, bricks, clubs, guns, grenades and improvised explosive devices (IED)",0,0,NO,YES,NO,NO,NO,NO,,,,0,0,0,0,0,0
MMR005793,6/20/2021,17:00,Myanmar,Probable," Removal of health care assets (e.g. transport, supplies, materials), Violence with individual weapons (knives, bricks, clubs, guns, grenades and improvised explosive devices (IED)",0,3,NO,YES,YES,YES,NO,NO,,,,0,0,0,0,0,0
BFA006099,6/18/2021,19:10,Burkina Faso,Confirmed,Other,0,0,YES,NO,NO,NO,NO,NO,,Warehouse,La laboratoire incendié,0,0,0,0,0,0
oPt005928,6/18/2021,12:00-18:00,occupied Palestinian territories,Confirmed," Violence with individual weapons (knives, bricks, clubs, guns, grenades and improvised explosive devices (IED)",0,0,NO,YES,YES,NO,NO,NO,,,,0,0,0,0,0,0
oPt005927,6/18/2021,Time Unknown,occupied Palestinian territories,Confirmed," Violence with individual weapons (knives, bricks, clubs, guns, grenades and improvised explosive devices (IED)",0,0,NO,YES,YES,NO,NO,NO,,Other,,0,0,0,0,0,0
AFG005828,6/16/2021,14:15,Afghanistan,Confirmed," Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars)",0,0,YES,NO,NO,Unknown,NO,NO,,Secondary,,0,0,0,0,0,0
AFG005826,6/15/2021,14:10,Afghanistan,Confirmed," Violence with individual weapons (knives, bricks, clubs, guns, grenades and improvised explosive devices (IED)",1,1,NO,NO,YES,NO,NO,NO,,,,0,0,0,0,0,0
AFG005827,6/15/2021,14:10,Afghanistan,Confirmed," Violence with individual weapons (knives, bricks, clubs, guns, grenades and improvised explosive devices (IED)",2,0,NO,NO,YES,NO,NO,NO,,,,0,0,0,0,0,0
AFG005825,6/15/2021,14:00,Afghanistan,Confirmed," Violence with individual weapons (knives, bricks, clubs, guns, grenades and improvised explosive devices (IED)",1,1,NO,NO,YES,NO,NO,NO,,,,0,0,0,0,0,0
oPt005926,6/15/2021,Time Unknown,occupied Palestinian territories,Confirmed," Abduction/Arrest/Detention of health personnel or patients, Obstruction to health care delivery (e.g. physical, administrative, legal etc)",1,0,NO,YES,YES,NO,NO,YES,,,,0,0,0,0,0,1
oPt005925,6/15/2021,Time Unknown,occupied Palestinian territories,Confirmed," Obstruction to health care delivery (e.g. physical, administrative, legal etc), Violence with individual weapons (knives, bricks, clubs, guns, grenades and improvised explosive devices (IED)",0,0,NO,YES,YES,NO,NO,NO,,Other,,0,0,0,0,0,0
CAF005858,6/14/2021,16:50,Central African Republic,Confirmed," Obstruction to health care delivery (e.g. physical, administrative, legal etc), Psychological violence/threat of violence/intimidation",0,0,YES,NO,NO,NO,NO,YES,,Secondary,,0,0,0,0,0,0
MMR005799,6/14/2021,Time Unknown,Myanmar,Probable," Abduction/Arrest/Detention of health personnel or patients, Armed or violent search of health care personnel, facility or transport",0,1,NO,NO,YES,NO,NO,NO,,Tertiary,,2,0,0,0,0,0
MLI005831,6/13/2021,22:00,Mali,Confirmed," Armed or violent search of health care personnel, facility or transport, Violence with individual weapons (knives, bricks, clubs, guns, grenades and improvised explosive devices (IED)",0,0,NO,NO,YES,NO,NO,NO,,Secondary,,0,0,0,0,0,0
MMR005796,6/13/2021,Time Unknown,Myanmar,Confirmed," Obstruction to health care delivery (e.g. physical, administrative, legal etc), Removal of health care assets (e.g. transport, supplies, materials)",0,0,NO,YES,NO,NO,NO,NO,,,,0,0,0,0,0,0
MMR005795,6/13/2021,Time Unknown,Myanmar,Confirmed," Obstruction to health care delivery (e.g. physical, administrative, legal etc), Removal of health care assets (e.g. transport, supplies, materials)",0,0,NO,YES,NO,NO,NO,NO,,,,0,0,0,0,0,0
DRC005834,6/13/2021,Time Unknown,Democratic Republic of the Congo,Confirmed," Armed or violent search of health care personnel, facility or transport, Removal of health care assets (e.g. transport, supplies, materials), Violence with individual weapons (knives, bricks, clubs, guns, grenades and improvised explosive devices (IED)",0,0,YES,NO,NO,YES,YES,NO,,Primary,,0,0,0,0,0,0
YEM005975,6/13/2021,12:00,Yemen,Probable," Psychological violence/threat of violence/intimidation, Violence with individual weapons (knives, bricks, clubs, guns, grenades and improvised explosive devices (IED)",0,0,NO,YES,YES,YES,NO,NO,,Other,Mobile Team,0,0,0,0,0,0
SYR005763,6/12/2021,19:15,Syrian Arab Republic,Confirmed," Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars)",26,13,YES,Unknown,YES,NO,NO,YES,,Secondary,,0,0,0,0,0,0
CAF005857,6/12/2021,Time Unknown,Central African Republic,Confirmed," Psychological violence/threat of violence/intimidation, Removal of health care assets (e.g. transport, supplies, materials)",0,0,NO,YES,YES,NO,NO,NO,,Other,District de santé de Nangha Boguila,0,0,0,0,0,0
AFG005824,6/12/2021,13:55,Afghanistan,Confirmed," Violence with individual weapons (knives, bricks, clubs, guns, grenades and improvised explosive devices (IED)",0,0,NO,YES,NO,NO,NO,NO,,,,0,0,0,0,0,0
DRC005787,6/12/2021,10:00,Democratic Republic of the Congo,Confirmed," Armed or violent search of health care personnel, facility or transport, Obstruction to health care delivery (e.g. physical, administrative, legal etc), Removal of health care assets (e.g. transport, supplies, materials), Violence with individual weapons (knives, bricks, clubs, guns, grenades and improvised explosive devices (IED)",0,1,YES,YES,NO,YES,YES,YES,,Secondary,,0,0,0,0,0,0
CAF006031,6/11/2021,Time Unknown,Central African Republic,Confirmed," Psychological violence/threat of violence/intimidation, Removal of health care assets (e.g. transport, supplies, materials)",1,0,NO,YES,NO,YES,NO,NO,,Primary,,0,0,0,0,0,0
MMR005797,6/11/2021,12:00-18:00,Myanmar,Probable," Abduction/Arrest/Detention of health personnel or patients, Armed or violent search of health care personnel, facility or transport",0,0,NO,NO,YES,NO,NO,NO,,Tertiary,,1,0,0,0,0,0
SSD005801,6/11/2021,14:00,South Sudan,Confirmed, Assault (without weapons),0,0,YES,NO,YES,NO,NO,NO,,Primary,,0,0,0,0,0,0
AFG005823,6/11/2021,13:45,Afghanistan,Confirmed," Violence with individual weapons (knives, bricks, clubs, guns, grenades and improvised explosive devices (IED)",0,1,Unknown,NO,NO,NO,NO,NO,,,,0,0,0,0,0,0
MMR005798,6/11/2021,12:00-18:00,Myanmar,Probable," Abduction/Arrest/Detention of health personnel or patients, Armed or violent search of health care personnel, facility or transport",0,0,NO,NO,YES,NO,NO,NO,,Tertiary,,1,0,0,0,0,0
YEM005974,6/10/2021,18:00-00:00,Yemen,Probable," Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars)",0,0,NO,YES,YES,NO,NO,NO,,Other,ambulance,0,0,0,0,0,0
CAF005856,6/10/2021,Time Unknown,Central African Republic,Confirmed," Obstruction to health care delivery (e.g. physical, administrative, legal etc), Psychological violence/threat of violence/intimidation",0,0,YES,NO,YES,NO,NO,YES,,Secondary,,0,0,0,0,0,0
CAF005792,6/10/2021,09:00,Central African Republic,Confirmed," Abduction/Arrest/Detention of health personnel or patients, Obstruction to health care delivery (e.g. physical, administrative, legal etc), Psychological violence/threat of violence/intimidation, Violence with individual weapons (knives, bricks, clubs, guns, grenades and improvised explosive devices (IED)",0,0,NO,YES,YES,NO,NO,YES,,Mobile Clinic,,0,0,0,1,1,1
BFA006101,6/10/2021,08:00,Burkina Faso,Confirmed, Psychological violence/threat of violence/intimidation,0,0,NO,NO,NO,NO,NO,YES,,Primary,,0,0,0,0,0,0
